uid,pmcid,title,journal,pubdate,doi,source_query
3523152,PMC3523152,Sarcoidosis and pain caused by small-fiber neuropathy.,Pain Res Treat,2012,10.1155/2012/256024,autonomic_dysfunction
3526146,PMC3526146,Elevated creatine kinase does not necessarily correspond temporally with onset of muscle rigidity in neuroleptic malignant syndrome: a report of two cases.,Neuropsychiatr Dis Treat,2012,10.2147/NDT.S38638,autonomic_dysfunction
3521924,PMC3521924,Occupational neurotoxic diseases in taiwan.,Saf Health Work,2012 Dec,10.5491/SHAW.2012.3.4.257,autonomic_dysfunction
3475898,PMC3475898,Prevalence of cardiac autonomic neuropathy in Asian Indian patients with fibrocalculous pancreatic diabetes.,Indian J Endocrinol Metab,2012 Sep,10.4103/2230-8210.100668,autonomic_dysfunction
3419663,PMC3419663,Total hip arthroplasty in a patient with congenital insensitivity to pain: a case report.,J Med Case Rep,2012 Jul 9,10.1186/1752-1947-6-190,autonomic_dysfunction
3350077,PMC3350077,Administration of anesthesia in a patient with allgrove syndrome.,Case Rep Anesthesiol,2012,10.1155/2012/109346,autonomic_dysfunction
3148925,PMC3148925,Update on treatment options for Lambert-Eaton myasthenic syndrome: focus on use of amifampridine.,Neuropsychiatr Dis Treat,2011,10.2147/NDT.S10464,autonomic_dysfunction
3040589,PMC3040589,Brachial plexopathy complicating Epstein-Barr virus infection in an adult.,Acta Myol,2010 Oct,,autonomic_dysfunction
3143102,PMC3143102,Malignant neuroleptic syndrome following deep brain stimulation surgery: a case report.,J Med Case Rep,2011 Jun 29,10.1186/1752-1947-5-255,autonomic_dysfunction
3124253,PMC3124253,The ECG vertigo in diabetes and cardiac autonomic neuropathy.,Exp Diabetes Res,2011,10.1155/2011/687624,autonomic_dysfunction
3119170,PMC3119170,Neuromuscular abnormality and autonomic dysfunction in patients with cerebrotendinous xanthomatosis.,BMC Neurol,2011 May 31,10.1186/1471-2377-11-63,autonomic_dysfunction
3090402,PMC3090402,Autonomic nervous dysfunction in hamsters infected with West Nile virus.,PLoS One,2011 May 9,10.1371/journal.pone.0019575,autonomic_dysfunction
3088756,PMC3088756,Ischemic colitis of the left colon in a diabetic patient.,Case Rep Gastroenterol,2011 Apr 15,10.1159/000327981,autonomic_dysfunction
3085384,PMC3085384,Detrusor Arreflexia as an End Stage of Neurogenic Bladder in HAM/TSP?,Case Rep Med,2011,10.1155/2011/289389,autonomic_dysfunction
3041782,PMC3041782,Hypothyroidism causing paralytic ileus and acute kidney injury - case report.,Thyroid Res,2011 Feb 8,10.1186/1756-6614-4-7,autonomic_dysfunction
2964943,PMC2964943,Diabetic cardiomyopathy: from the pathophysiology of the cardiac myocytes to current diagnosis and management strategies.,Vasc Health Risk Manag,2010 Oct 21,10.2147/VHRM.S11681,autonomic_dysfunction
2939556,PMC2939556,Status dystonicus resembling the intrathecal baclofen withdrawal syndrome: a case report and review of the literature.,J Med Case Rep,2010 Aug 31,10.1186/1752-1947-4-294,autonomic_dysfunction
2924515,PMC2924515,"Familial amyloidotic polyneuropathy with muscle, vitreous, leptomeningeal, and cardiac involvement: phenotypic, pathological, and MRI description.",Ann Indian Acad Neurol,2010 Apr,10.4103/0972-2327.64642,autonomic_dysfunction
2910895,PMC2910895,"Autonomic neuropathy predisposes to rosiglitazone-induced vascular leakage in insulin-treated patients with type 2 diabetes: a randomised, controlled trial on thiazolidinedione-induced vascular leakage.",Diabetologia,2010 Sep,10.1007/s00125-010-1787-8,autonomic_dysfunction
2767154,PMC2767154,Pneumatosis cystoides intestinalis of the ascending colon related to acarbose treatment: a case report.,J Med Case Rep,2009 Sep 8,10.4076/1752-1947-3-9216,autonomic_dysfunction
2726523,PMC2726523,Acute urinary retention in a young man secondary to colonic irrigation: a case report.,J Med Case Rep,2009 Jun 11,10.4076/1752-1947-3-6757,autonomic_dysfunction
2709971,PMC2709971,Generalized tetanus in a 4-year old boy presenting with dysphagia and trismus: a case report.,Cases J,2009 Apr 29,10.1186/1757-1626-2-7003,autonomic_dysfunction
2442424,PMC2442424,The diagnostic criteria for small fibre neuropathy: from symptoms to neuropathology.,Brain,2008 Jul,10.1093/brain/awn093,autonomic_dysfunction
2556666,PMC2556666,Abdominal pain in an adult with Type 2 diabetes: A case report.,Cases J,2008 Sep 17,10.1186/1757-1626-1-154,autonomic_dysfunction
2346457,PMC2346457,Brown-Vialetto-Van Laere syndrome.,Orphanet J Rare Dis,2008 Apr 17,10.1186/1750-1172-3-9,autonomic_dysfunction
2248590,PMC2248590,Accelerating restrictive cardiomyopathy after liver transplantation in a patient with familial amyloidotic polyneuropathy: a case report.,J Med Case Rep,2008 Feb 1,10.1186/1752-1947-2-35,autonomic_dysfunction
13059020,PMC13059020,Dual-chamber pacing for vasovagal syncope: A systematic review and meta-analysis of randomized controlled trials.,Int J Cardiol Heart Vasc,2026 Jun,10.1016/j.ijcha.2026.101903,vasovagal_syncope
12847173,PMC12847173,Pathophysiology and treatment of exercise-associated hyponatremia.,J Endocrinol Invest,2026 Jan,10.1007/s40618-025-02673-7,vasovagal_syncope
12790186,PMC12790186,Isolated Left Ventricular Apical Hypoplasia Presenting as Vasovagal Syncope in a Middle-Aged Male Patient.,JACC Case Rep,2025 Nov 5,10.1016/j.jaccas.2025.105600,vasovagal_syncope
12650781,PMC12650781,Vasovagal syncope during ultrasound-guided internal jugular vein cannulation: A case report.,Int J Surg Case Rep,2025 Dec,10.1016/j.ijscr.2025.112083,vasovagal_syncope
12539454,PMC12539454,A Rare Case of Vagoglossopharyngeal Neuralgia.,JACC Case Rep,2025 Sep 24,10.1016/j.jaccas.2025.105224,vasovagal_syncope
12514943,PMC12514943,Bezold-Jarisch Reflex-Induced Cardiac Arrest During Colonoscopy Under Sedation: A Case Report.,Am J Case Rep,2025 Oct 7,10.12659/AJCR.949496,vasovagal_syncope
12426681,PMC12426681,Cardioneuroablation for Refractory Vasovagal Storm Secondary to a Right Hilar Tumor.,JACC Case Rep,2025 Sep 3,10.1016/j.jaccas.2025.104932,vasovagal_syncope
12301619,PMC12301619,Optimizing cardioneuroablation candidate selection: a case report using tilt-table testing with Russo's Fast Italian Protocol.,Eur Heart J Case Rep,2025 Jul,10.1093/ehjcr/ytaf330,vasovagal_syncope
12215415,PMC12215415,Inappropriate Sinus Tachycardia Following Cardioneuroablation for Reflex Syncope: A Case Report and Review of the Literature Illustrating this Underappreciated Adverse Effect.,Arrhythm Electrophysiol Rev,2025,10.15420/aer.2025.01,vasovagal_syncope
12163257,PMC12163257,Motor induced syncope after cerebral infarction: A case report and literature review.,SAGE Open Med Case Rep,2025,10.1177/2050313X251342060,vasovagal_syncope
12062076,PMC12062076,"Advances in diagnosis, management, and long-term outcomes of pediatric vasovagal syncope: a comprehensive review.",Front Cardiovasc Med,2025,10.3389/fcvm.2025.1481749,vasovagal_syncope
12037232,PMC12037232,Swallow Syncope as a Late Complication of Sleeve Gastrectomy.,Cureus,2025 Mar,10.7759/cureus.81434,vasovagal_syncope
11932085,PMC11932085,Leadless pacing in young patients.,Eur Heart J Suppl,2025 Mar,10.1093/eurheartjsupp/suae090,vasovagal_syncope
11867714,PMC11867714,The Bezold-Jarisch Reflex Following an Endoscopic Endonasal Resection of an Intraosseous Clival Myxoma: A Case Report.,Case Rep Anesthesiol,2025,10.1155/cria/3336045,vasovagal_syncope
11750814,PMC11750814,Case Report: Painful left bundle branch block syndrome complicated with vasovagal syncope.,Front Cardiovasc Med,2024,10.3389/fcvm.2024.1438320,vasovagal_syncope
11703600,PMC11703600,Cardioneuroablation can be an effective strategy to treat glossopharyngeal neuralgia-related sinus bradycardia and pauses.,J Cardiovasc Electrophysiol,2024 Oct,10.1111/jce.16407,vasovagal_syncope
11628821,PMC11628821,Cardioneuroablation: A novel application for the treatment of severe mixed-pattern vasovagal syncope and orthostatic tachycardia without cardioinhibition-A case report.,HeartRhythm Case Rep,2024 Nov,10.1016/j.hrcr.2024.07.020,vasovagal_syncope
11606830,PMC11606830,Vestibular Syncope and Acute Peripheral Vestibular Deficit: A Case Report.,Clin Case Rep,2024 Dec,10.1002/ccr3.9677,vasovagal_syncope
11583770,PMC11583770,Cardioneuroablation for the Treatment of Vasovagal Syncope Induced by Chili Pepper Stimulation: A Case Report.,Int Med Case Rep J,2024,10.2147/IMCRJ.S478492,vasovagal_syncope
11554643,PMC11554643,Effect of age on clinical impact and mid-term denervation in patients undergoing cardioneuroablation.,Sci Rep,2024 Nov 11,10.1038/s41598-024-78665-z,vasovagal_syncope
11440119,PMC11440119,Vasovagal syncope successfully treated with an atrial leadless pacemaker.,HeartRhythm Case Rep,2024 Sep,10.1016/j.hrcr.2024.08.011,vasovagal_syncope
11373063,PMC11373063,Cardiac arrest in a 36 year-old after trigger point injection with lidocaine: Case report.,Interv Pain Med,2022 Sep,10.1016/j.inpm.2022.100077,vasovagal_syncope
11317348,PMC11317348,Takotsubo Syndrome Associated with Neurally Mediated Reflex Syncope: A Meta-summary of Case Reports and Literature Review.,Rev Cardiovasc Med,2024 Jul,10.31083/j.rcm2507264,vasovagal_syncope
11310060,PMC11310060,Cardioneuroablation: the known and the unknown.,Front Cardiovasc Med,2024,10.3389/fcvm.2024.1412195,vasovagal_syncope
11137558,PMC11137558,Cardioneuroablation for Drug Refractory Vasovagal Syncope After COVID-19 Infection.,JACC Case Rep,2024 Jul 3,10.1016/j.jaccas.2024.102373,vasovagal_syncope
11114473,PMC11114473,"Cardioneuroablation for vasovagal syncope: insights on patients' selection, centre settings, procedural workflow and endpoints-results from an European Heart Rhythm Association survey.",Europace,2024 May 2,10.1093/europace/euae106,vasovagal_syncope
11103027,PMC11103027,Increased Prevalence of the Electrocardiographic Early Repolarization Pattern in Young Patients With Vagally Mediated Syncope: A Case-Control Study.,CJC Pediatr Congenit Heart Dis,2024 Apr,10.1016/j.cjcpc.2023.10.013,vasovagal_syncope
10883356,PMC10883356,Convulsive Syncope as a Complication of Outpatient Procedures: A Case Series and Review of the Literature.,Clin J Sport Med,2024 Mar 1,10.1097/JSM.0000000000001159,vasovagal_syncope
10691945,PMC10691945,Cardioneuroablation for vasovagal syncope alters head-up tilt test response and reduces cardiac deceleration capacity.,HeartRhythm Case Rep,2023 Oct,10.1016/j.hrcr.2023.08.001,vasovagal_syncope
10487499,PMC10487499,Ganglionated Plexus Ablation Procedures to Treat Vasovagal Syncope.,Int J Mol Sci,2023 Aug 26,10.3390/ijms241713264,vasovagal_syncope
10452159,PMC10452159,The Impact of Head-Up Tilt Sleeping on Orthostatic Tolerance: A Scoping Review.,Biology (Basel),2023 Aug 9,10.3390/biology12081108,vasovagal_syncope
10384961,PMC10384961,Recurrent Syncope Episodes during Spinal Anesthesia for Perianal Abscess Drainage: A Case Report Emphasizing Pain as a Trigger.,Am J Case Rep,2023 Jul 26,10.12659/AJCR.940391,vasovagal_syncope
10352974,PMC10352974,Association between vitamin D deficiency and vasovagal syncope: A systematic review and meta-analysis.,Clin Cardiol,2023 Jul,10.1002/clc.24035,vasovagal_syncope
10202159,PMC10202159,Vasovagal Syncope and Transient Asystole During Peripheral Nerve Blockade.,Cureus,2023 May,10.7759/cureus.39337,vasovagal_syncope
9858696,PMC9858696,Anxiety and Depression as Risk Factors for Vasovagal Syncope and Potential Treatment Targets: A Systematic Review.,Cureus,2022 Dec,10.7759/cureus.32793,vasovagal_syncope
9811026,PMC9811026,Vasovagal syncope with isolated atrioventricular block following cardioneuroablation demonstrating distinct innervation of the sinus and atrioventricular nodes.,HeartRhythm Case Rep,2022 Nov,10.1016/j.hrcr.2022.08.007,vasovagal_syncope
9678641,PMC9678641,Current Evidence Involving WALANT Surgery.,J Hand Surg Glob Online,2022 Nov,10.1016/j.jhsg.2022.01.009,vasovagal_syncope
9582595,PMC9582595,Sleep syncope-A systematic review.,Front Cardiovasc Med,2022,10.3389/fcvm.2022.973368,vasovagal_syncope
9478736,PMC9478736,Restrictive strabismus and gaze-evoked oculocardiac reflex following pterygium repair with fibrin glue.,SAGE Open Med Case Rep,2022,10.1177/2050313X221122459,vasovagal_syncope
9426688,PMC9426688,Trigeminocardiac reflex during maxillary third molar extraction: Our experience.,Natl J Maxillofac Surg,2022 May-Aug,10.4103/njms.NJMS_260_20,vasovagal_syncope
9381344,PMC9381344,Delayed Vasovagal Reaction with Reflex Syncope Following COVID-19 Vaccination.,Intern Med,2022 Jul 15,10.2169/internalmedicine.9318-21,vasovagal_syncope
9289063,PMC9289063,Recurrent vasovagal syncope following successful cardioneuroablation.,HeartRhythm Case Rep,2022 Jul,10.1016/j.hrcr.2022.04.001,vasovagal_syncope
8725212,PMC8725212,Heart of the Matter: Syncope as a Rare Presentation of Lung Cancer Invading the Heart.,J Investig Med High Impact Case Rep,2021 Jan-Dec,10.1177/23247096211053709,vasovagal_syncope
8311716,PMC8311716,Catheter-Based Cardio-Neural Ablation for Refractory Vasovagal Syncope: First U.S. Report.,JACC Case Rep,2020 Jul,10.1016/j.jaccas.2020.04.022,vasovagal_syncope
8113941,PMC8113941,Spinal cord injury by direct damage during trigger point injection: a case report.,J Int Med Res,2021 May,10.1177/03000605211012367,vasovagal_syncope
8067858,PMC8067858,Lost but Not Lost-Embolization of a Leadless Pacemaker to the Pulmonary Artery with Consecutive Endovascular Recovery.,J Cardiovasc Dev Dis,2021 Apr 7,10.3390/jcdd8040037,vasovagal_syncope
7940120,PMC7940120,Estimating Baseline Incidence of Conditions Potentially Associated with Vaccine Adverse Events: a Call for Surveillance System Using the Korean National Health Insurance Claims Data.,J Korean Med Sci,2021 Mar 8,10.3346/jkms.2021.36.e67,vasovagal_syncope
7653476,PMC7653476,Ganglionated plexi ablation to treat exercise-induced vasovagal syncope: A case report.,HeartRhythm Case Rep,2020 Nov,10.1016/j.hrcr.2020.08.009,vasovagal_syncope
7664064,PMC7664064,Abdominal compartment syndrome due to extremely elongated sigmoid colon and rectum plus fecal impaction caused by disuse syndrome and diabetic neuropathy: a case report and review of the literature.,J Med Case Rep,2020 Nov 13,10.1186/s13256-020-02566-8,vasovagal_syncope
7594226,PMC7594226,Isoproterenol Causing Coronary Vasospasm and ST Elevations During Tilt Table Testing.,J Investig Med High Impact Case Rep,2020 Jan-Dec,10.1177/2324709620966862,vasovagal_syncope
7424299,PMC7424299,Cardioneuroablation for management of cardioinhibitory vasovagal syncope and pacemaker complications.,HeartRhythm Case Rep,2020 Aug,10.1016/j.hrcr.2020.04.021,vasovagal_syncope
7251279,PMC7251279,The relationship between clinical characteristics and psychological status and quality of life in patients with vasovagal syncope.,North Clin Istanb,2020,10.14744/nci.2020.93753,vasovagal_syncope
7252686,PMC7252686,Treatment of Neurocardiogenic Syncope: From Conservative to Cutting-edge.,J Innov Card Rhythm Manag,2018 Jul,10.19102/icrm.2018.090702,vasovagal_syncope
7185536,PMC7185536,Indications for permanent pacing in dogs and cats.,J Vet Cardiol,2019 Apr,10.1016/j.jvc.2018.12.003,vasovagal_syncope
7048024,PMC7048024,Cold beverage-induced vasovagal syncope in a healthy young adult man: a case report.,J Med Case Rep,2020 Feb 28,10.1186/s13256-020-2358-3,vasovagal_syncope
6587043,PMC6587043,Giant colloid cyst of the brain masquerading as vasovagal syncope.,HeartRhythm Case Rep,2019 Jun,10.1016/j.hrcr.2019.03.002,vasovagal_syncope
6395036,PMC6395036,Physical manoeuvers as a preventive intervention to manage vasovagal syncope: A systematic review.,PLoS One,2019,10.1371/journal.pone.0212012,vasovagal_syncope
5986263,PMC5986263,Leadless pacing in a young patient with cardioinhibitory vasovagal syncope.,Indian Pacing Electrophysiol J,2018 May-Jun,10.1016/j.ipej.2017.12.003,vasovagal_syncope
5116500,PMC5116500,Neurocardiogenic Syncope and Supraventricular Tachycardia in Association with a Rare Congenital Aortic Valve Abnormality.,Case Rep Cardiol,2016,10.1155/2016/8136079,vasovagal_syncope
4978718,PMC4978718,Cerebro- and Cardio-vascular Responses to Energy Drink in Young Adults: Is there a Gender Effect?,Front Physiol,2016,10.3389/fphys.2016.00346,vasovagal_syncope
4863081,PMC4863081,An Unusual Case of Asystole Occurring during Deep Brain Stimulation Surgery.,Case Rep Neurol Med,2016,10.1155/2016/8930296,vasovagal_syncope
3558656,PMC3558656,Vasovagal cardiac arrest during spinal anesthesia for Cesarean section -A case report-.,Korean J Anesthesiol,2013 Jan,10.4097/kjae.2013.64.1.77,vasovagal_syncope
3559122,PMC3559122,Vasovagal syncope treated as epilepsy for 16 years.,Iran J Med Sci,2011 Mar,,vasovagal_syncope
2039776,PMC2039776,Vasovagal syncope or ventricular fibrillation. Your diagnosis better be accurate.,Clin Auton Res,2007 Aug,10.1007/s10286-007-0432-1,vasovagal_syncope
1501073,PMC1501073,The role of psychological factors in the aetiology and treatment of vasovagal syncope.,Indian Pacing Electrophysiol J,2004 Apr 1,,vasovagal_syncope
12429683,PMC12429683,Alpha-Gal Syndrome-A Series of Cases with Different Clinical Pictures.,Int J Mol Sci,2025 Sep 4,10.3390/ijms26178601,idiopathic_anaphylaxis
11381498,PMC11381498,Rare causes of pediatric anaphylaxis due to obscure allergens.,Front Allergy,2024,10.3389/falgy.2024.1456100,idiopathic_anaphylaxis
11311942,PMC11311942,Pediatric idiopathic anaphylaxis: practical management from infants to adolescents.,Ital J Pediatr,2024 Aug 9,10.1186/s13052-024-01712-y,idiopathic_anaphylaxis
8732990,PMC8732990,"Alpha-Gal Syndrome in Children: Peculiarities of a ""Tick-Borne"" Allergic Disease.",Front Pediatr,2021,10.3389/fped.2021.801753,idiopathic_anaphylaxis
8574113,PMC8574113,Alpha-gal syndrome: the first report in Poland.,Cent Eur J Immunol,2021,10.5114/ceji.2021.108766,idiopathic_anaphylaxis
8444276,PMC8444276,Idiopathic Anaphylaxis: A Diagnosis of Exclusion.,Allergy Rhinol (Providence),2021 Jan-Dec,10.1177/21526567211041925,idiopathic_anaphylaxis
6830385,PMC6830385,Management Strategies Of Idiopathic Anaphylaxis In The Emergency Room: Current Perspectives.,Open Access Emerg Med,2019,10.2147/OAEM.S200342,idiopathic_anaphylaxis
6457317,PMC6457317,Food-Induced Anaphylaxis: Role of Hidden Allergens and Cofactors.,Front Immunol,2019,10.3389/fimmu.2019.00673,idiopathic_anaphylaxis
6225671,PMC6225671,"Aetiology of anaphylaxis in patients referred to an immunology clinic in Colombo, Sri Lanka.",Allergy Asthma Clin Immunol,2018,10.1186/s13223-018-0295-0,idiopathic_anaphylaxis
5649306,PMC5649306,"Management of pediatric 'cannot intubate, cannot oxygenate'.",Acute Med Surg,2017 Oct,10.1002/ams2.305,idiopathic_anaphylaxis
5306988,PMC5306988,Type 1 Kounis Syndrome in Patient with Idiopathic Anaphylaxis.,Case Rep Cardiol,2017,10.1155/2017/1089023,idiopathic_anaphylaxis
12185444,PMC12185444,Non allergic gastrointestinal manifestations of hereditary alpha-tryptasemia.,Front Allergy,2025,10.3389/falgy.2025.1598309,HAT
11054089,PMC11054089,"Histamine Intolerance: Symptoms, Diagnosis, and Beyond.",Nutrients,2024 Apr 19,10.3390/nu16081219,histamine_intolerance
9790372,PMC9790372,The use of PEEK as an occlusal splint in a patient with histaminosis: A case report.,Spec Care Dentist,2022 Nov,10.1111/scd.12725,histamine_intolerance
13058190,PMC13058190,A clinical epidemiological study of musculoskeletal injury occurrence and orthopedic management patterns among individuals with hypermobility spectrum disorders.,SAGE Open Med,2026,10.1177/20503121261437153,HSD
11631715,PMC11631715,"A Multidisciplinary Approach to Hypermobility Spectrum Disorder, Raynaud's Phenomenon, and Biomechanical Soft Tissue Injuries in an Adolescent Boy: A Case Report.",Clin Case Rep,2024 Dec,10.1002/ccr3.9678,HSD
